bin	name	chrom	strand	txStart	txEnd	name2
2350	NM_001300830	chr1	-	231359508	231376933	C1orf131
2350	NM_152379	chr1	-	231359508	231376933	C1orf131
2171	NR_135298	chr1	-	207974862	207996048	C1orf132
2171	NR_135299	chr1	-	207974862	207996048	C1orf132
1479	NM_001013643	chr1	+	117236733	117249225	C1orf137
2274	NR_024236	chr1	-	221503269	221509638	C1orf140
1100	NM_001276352	chr1	-	67557858	67600654	C1orf141
1100	NM_001276351	chr1	-	67557858	67600654	C1orf141
1100	NR_075077	chr1	-	67557858	67600654	C1orf141
2327	NR_073155	chr1	-	228391206	228401356	C1orf145
2327	NR_073154	chr1	-	228392175	228401365	C1orf145
1292	NM_001012425	chr1	+	92683572	92711367	C1orf146
682	NM_152290	chr1	+	12806133	12821102	C1orf158
9	NM_017891	chr1	-	1017197	1051736	C1orf159
1439	NM_001300834	chr1	+	112016490	112021134	C1orf162
1439	NM_001300835	chr1	+	112016490	112021134	C1orf162
1439	NM_174896	chr1	+	112016490	112021134	C1orf162
675	NM_001010881	chr1	+	11822249	11849642	C1orf167
127	NM_001004303	chr1	-	57184476	57285369	C1orf168
614	NM_207356	chr1	-	3805696	3816857	C1orf174
978	NM_001136508	chr1	+	51567905	51613754	C1orf185
2158	NM_001007544	chr1	-	206238871	206288647	C1orf186
1761	NM_001010979	chr1	-	154171561	154178841	C1orf189
1421	NM_001122961	chr1	-	109648572	109656479	C1orf194
703	NM_001278502	chr1	-	15490691	15498120	C1orf195
703	NM_001278501	chr1	-	15494969	15498120	C1orf195
2347	NM_032800	chr1	-	230972864	231004302	C1orf198
2347	NM_001136494	chr1	-	230972864	231005335	C1orf198
2347	NM_001136495	chr1	-	230972864	230991782	C1orf198
1804	NM_001134233	chr1	-	159804263	159825137	C1orf204
3	NM_030806	chr1	+	184356149	184598155	C1orf21
918	NM_182517	chr1	-	43747555	43751250	C1orf210
918	NM_001164829	chr1	-	43747555	43751288	C1orf210
861	NM_152374	chr1	-	36179476	36184790	C1orf216
1946	NR_033186	chr1	+	178511930	178518024	C1orf220
1823	NM_001135240	chr1	+	162348695	162353501	C1orf226
1823	NM_001085375	chr1	+	162351519	162356608	C1orf226
929	NM_001145636	chr1	+	45140393	45191263	C1orf228
2471	NM_207401	chr1	-	247273461	247275719	C1orf229
763	NM_001242521	chr1	-	23337326	23342343	C1orf234
250	NM_001164245	chr1	+	186344889	186390503	C1orf27
250	NM_001164246	chr1	+	186344889	186390503	C1orf27
250	NM_017847	chr1	+	186344889	186390503	C1orf27
2326	NM_024319	chr1	-	228288427	228291163	C1orf35
2326	NR_130975	chr1	-	228288427	228291163	C1orf35
1761	NM_001098616	chr1	-	154179176	154193273	C1orf43
1761	NM_001297717	chr1	-	154179176	154193273	C1orf43
1761	NM_001297718	chr1	-	154179176	154193273	C1orf43
1761	NM_001297720	chr1	-	154179176	154193273	C1orf43
1761	NM_015449	chr1	-	154179176	154193273	C1orf43
1761	NM_138740	chr1	-	154179176	154193273	C1orf43
1761	NM_001297721	chr1	-	154183936	154193273	C1orf43
1761	NM_001297723	chr1	-	154183936	154193273	C1orf43
914	NM_024097	chr1	+	43232915	43241413	C1orf50
914	NR_040733	chr1	+	43232915	43241413	C1orf50
154	NM_198077	chr1	-	85715636	85725355	C1orf52
154	NR_024113	chr1	-	85715636	85725355	C1orf52
2094	NM_001024594	chr1	+	197871681	197876497	C1orf53
1731	NM_001301039	chr1	+	150244686	150253335	C1orf54
1731	NM_001301040	chr1	+	150244686	150253335	C1orf54
1731	NM_024579	chr1	+	150245182	150253335	C1orf54
1731	NM_001301041	chr1	+	150245201	150253335	C1orf54
1731	NM_001301042	chr1	+	150245201	150253335	C1orf54
1737	NM_017860	chr1	+	151020258	151023871	C1orf56
1778	NM_001320454	chr1	-	156374043	156391558	C1orf61
1778	NM_001320455	chr1	-	156374043	156391558	C1orf61
1778	NR_135265	chr1	-	156374043	156391558	C1orf61
1778	NR_135267	chr1	-	156374043	156391558	C1orf61
1778	NR_135268	chr1	-	156374043	156391558	C1orf61
1778	NR_135260	chr1	-	156374043	156399340	C1orf61
1778	NR_135261	chr1	-	156374043	156399340	C1orf61
1778	NR_135262	chr1	-	156374043	156399340	C1orf61
1778	NR_135263	chr1	-	156374043	156399340	C1orf61
1778	NR_135264	chr1	-	156374043	156399340	C1orf61
1778	NM_001320453	chr1	-	156374043	156399340	C1orf61
1778	NR_135266	chr1	-	156374043	156391558	C1orf61
1778	NM_006365	chr1	-	156374043	156399340	C1orf61
709	NM_178840	chr1	+	16330730	16333190	C1orf64
1749	NM_001024679	chr1	+	152691997	152692905	C1orf68
2186	NM_152485	chr1	-	209952552	209958075	C1orf74
1046	NM_152377	chr1	-	60456065	60539442	C1orf87
849	NM_032884	chr1	+	34632483	34684731	C1orf94
849	NM_001134734	chr1	+	34642552	34684731	C1orf94
760	NM_015991	chr1	+	22963117	22966175	C1QA
760	NM_000491	chr1	+	22979681	22988029	C1QB
760	NM_001114101	chr1	+	22970117	22974603	C1QC
760	NM_172369	chr1	+	22970117	22974603	C1QC
1743	NM_001136003	chr1	-	151810338	151813033	C2CD4D
2166	NM_000715	chr1	+	207277606	207318317	C4BPA
2166	NM_001017365	chr1	+	207262186	207273337	C4BPB
2166	NM_001017366	chr1	+	207262186	207273337	C4BPB
2166	NM_000716	chr1	+	207262583	207273337	C4BPB
2166	NM_001017364	chr1	+	207262583	207273337	C4BPB
2166	NM_001017367	chr1	+	207262627	207273337	C4BPB
1022	NM_000562	chr1	+	57320442	57383894	C8A
127	NM_000066	chr1	-	57394882	57431813	C8B
127	NM_001278543	chr1	-	57394882	57431813	C8B
127	NM_001278544	chr1	-	57394882	57431813	C8B
1731	NM_012113	chr1	+	150230137	150237480	CA14
653	NM_001270500	chr1	+	9005892	9034503	CA6
653	NM_001215	chr1	+	9005892	9035148	CA6
653	NM_001270501	chr1	+	9005892	9035148	CA6
653	NM_001270502	chr1	+	9005892	9035148	CA6
16	NM_020925	chr1	+	64936475	65158741	CACHD1
16	NM_001293274	chr1	+	64971596	65158741	CACHD1
246	NM_000721	chr1	+	181452685	181775921	CACNA1E
246	NM_001205294	chr1	+	181452685	181775921	CACNA1E
246	NM_001205293	chr1	+	181452685	181775921	CACNA1E
264	NM_000069	chr1	-	201008639	201081694	CACNA1S
239	NM_001007214	chr1	+	174968570	174981163	CACYBP
239	NM_014412	chr1	+	174968891	174981163	CACYBP
1799	NM_001127173	chr1	+	159141413	159172932	CADM3
1799	NM_021189	chr1	+	159141376	159172932	CADM3
1799	NR_037870	chr1	-	159165774	159172212	CADM3-AS1
599	NM_138705	chr1	+	1846265	1848733	CALML6
2185	NM_020439	chr1	+	209757044	209787284	CAMK1G
743	NM_018584	chr1	-	20808883	20812728	CAMK2N1
264	NM_001297707	chr1	+	200708685	200829835	CAMSAP2
264	NM_001297708	chr1	+	200708685	200829835	CAMSAP2
264	NM_203459	chr1	+	200708685	200829835	CAMSAP2
637	NM_001195563	chr1	+	6845383	6932107	CAMTA1
79	NM_001242701	chr1	+	6845383	6948261	CAMTA1
79	NR_038934	chr1	+	6845383	6948261	CAMTA1
9	NM_015215	chr1	+	6845383	7829766	CAMTA1
894	NM_006367	chr1	+	40506254	40538321	CAP1
894	NM_001105530	chr1	+	40506254	40538321	CAP1
2293	NM_001146068	chr1	+	223889294	223963720	CAPN2
2293	NM_001748	chr1	+	223900118	223963720	CAPN2
286	NM_001143962	chr1	-	223714971	223853436	CAPN8
2346	NM_001319676	chr1	+	230883129	230937518	CAPN9
2346	NM_006615	chr1	+	230883129	230937518	CAPN9
2346	NM_016452	chr1	+	230883129	230937518	CAPN9
1448	NM_006135	chr1	+	113162074	113214241	CAPZA1
91	NM_001206540	chr1	-	19665266	19812135	CAPZB
91	NM_001206541	chr1	-	19665266	19812135	CAPZB
91	NM_004930	chr1	-	19665266	19812135	CAPZB
91	NM_001313932	chr1	-	19700668	19812135	CAPZB
91	NM_001282162	chr1	-	19665266	19811201	CAPZB
705	NM_001229	chr1	-	15817895	15850940	CASP9
705	NM_001278054	chr1	-	15817895	15850940	CASP9
705	NR_102732	chr1	-	15817895	15850940	CASP9
705	NR_102733	chr1	-	15817895	15850940	CASP9
705	NM_032996	chr1	-	15817895	15851285	CASP9
225	NM_001231	chr1	+	160160284	160171676	CASQ1
183	NM_001232	chr1	-	116242625	116311426	CASQ2
83	NM_001079843	chr1	-	10696665	10856733	CASZ1
83	NM_017766	chr1	-	10707262	10856733	CASZ1
787	NM_198137	chr1	+	26517118	26529033	CATSPER4
123	NM_032449	chr1	-	52816264	52831877	CC2D1B
935	NR_033296	chr1	-	45959597	45965751	CCDC163P
935	NR_033297	chr1	-	45959597	45965751	CCDC163P
935	NR_033298	chr1	-	45959597	45965751	CCDC163P
936	NM_001190182	chr1	-	46085715	46089731	CCDC17
936	NM_001114938	chr1	-	46085715	46089731	CCDC17
162	NM_001306076	chr1	+	93646272	93744287	CCDC18
162	NM_206886	chr1	+	93646272	93744287	CCDC18
1300	NR_034089	chr1	-	93775665	93811368	CCDC18-AS1
1877	NM_001300969	chr1	-	169364107	169396712	CCDC181
1877	NM_001300968	chr1	-	169364107	169429907	CCDC181
1877	NM_021179	chr1	-	169364107	169396712	CCDC181
2290	NM_152610	chr1	+	223566714	223568812	CCDC185
1827	NM_178550	chr1	-	162824086	162838605	CCDC190
924	NM_152499	chr1	+	44457279	44462198	CCDC24
76	NM_152492	chr1	+	3668964	3688209	CCDC27
834	NM_001301011	chr1	+	32665986	32670991	CCDC28B
834	NM_024296	chr1	+	32665986	32670991	CCDC28B
913	NM_001080850	chr1	+	43000559	43120335	CCDC30
595	NM_001320153	chr1	-	1321090	1334718	CCNL2
595	NM_001320155	chr1	-	1321090	1334718	CCNL2
595	NM_030937	chr1	-	1321090	1334718	CCNL2
595	NM_001039577	chr1	-	1327667	1334718	CCNL2
595	NR_135154	chr1	-	1321090	1334718	CCNL2
2335	NM_145257	chr1	-	229456751	229478688	CCSAP
1777	NM_001008800	chr1	-	156278751	156308206	CCT3
1777	NM_005998	chr1	-	156278751	156308206	CCT3
1777	NR_036564	chr1	-	156278751	156308206	CCT3
1777	NR_036565	chr1	-	156278751	156308206	CCT3
185	NM_001256106	chr1	+	117544371	117579173	CD101
185	NM_001256109	chr1	+	117544371	117579173	CD101
185	NM_004258	chr1	+	117544371	117579173	CD101
185	NM_001256111	chr1	+	117544371	117579173	CD101
1696	NM_007053	chr1	-	145695797	145715639	CD160
1696	NR_103845	chr1	-	145695797	145715639	CD160
796	NM_207397	chr1	-	27705589	27709823	CD164L2
1792	NM_001320652	chr1	+	158218118	158228058	CD1A
1792	NM_001763	chr1	+	158223926	158228058	CD1A
1792	NM_001764	chr1	-	158297739	158301321	CD1B
1792	NM_001765	chr1	+	158259562	158264564	CD1C
1791	NM_001319145	chr1	+	158149736	158154686	CD1D
1791	NM_001766	chr1	+	158149736	158156216	CD1D
1792	NM_001042583	chr1	+	158323485	158327343	CD1E
1792	NM_001042584	chr1	+	158323485	158327343	CD1E
1792	NM_001042585	chr1	+	158323485	158327343	CD1E
1792	NM_001042586	chr1	+	158323485	158327343	CD1E
1792	NM_001042587	chr1	+	158323485	158327343	CD1E
1792	NM_001185107	chr1	+	158323485	158327343	CD1E
1792	NM_001185108	chr1	+	158323485	158327343	CD1E
1792	NM_001185110	chr1	+	158323485	158327343	CD1E
1792	NM_001185112	chr1	+	158323485	158327343	CD1E
1792	NM_001185113	chr1	+	158323485	158327343	CD1E
1792	NM_001185114	chr1	+	158323485	158327343	CD1E
1792	NM_001185115	chr1	+	158323485	158327343	CD1E
1792	NM_030893	chr1	+	158323485	158327343	CD1E
184	NM_001767	chr1	+	117297051	117311851	CD2
184	NM_001328609	chr1	+	117297051	117311851	CD2
226	NM_001166663	chr1	-	160799949	160832692	CD244
226	NM_001166664	chr1	-	160799949	160832692	CD244
226	NM_016382	chr1	-	160799949	160832692	CD244
1862	NM_000734	chr1	-	167399876	167487847	CD247
1862	NM_198053	chr1	-	167399876	167487847	CD247
2172	NM_001025109	chr1	-	208059882	208084683	CD34
2172	NM_001773	chr1	-	208059882	208084683	CD34
2171	NM_002389	chr1	+	207925382	207968861	CD46
2171	NM_153826	chr1	+	207925382	207968861	CD46
2171	NM_172350	chr1	+	207925382	207968861	CD46
2171	NM_172351	chr1	+	207925382	207968861	CD46
2171	NM_172352	chr1	+	207925382	207968861	CD46
2171	NM_172353	chr1	+	207925382	207968861	CD46
2171	NM_172359	chr1	+	207925382	207968861	CD46
2171	NM_172361	chr1	+	207925382	207968861	CD46
1810	NM_001778	chr1	-	160648535	160681641	CD48
1810	NM_001256030	chr1	-	160650211	160681641	CD48
788	NM_001803	chr1	+	26644410	26647014	CD52
1435	NM_001040033	chr1	+	111413820	111442558	CD53
1435	NM_000560	chr1	+	111415721	111442558	CD53
1435	NM_001320638	chr1	+	111415721	111442558	CD53
2168	NM_001300902	chr1	+	207494816	207514111	CD55
2168	NM_000574	chr1	+	207494816	207534311	CD55
2168	NM_001114752	chr1	+	207494816	207534311	CD55
2168	NM_001300903	chr1	+	207494816	207534311	CD55
2168	NM_001300904	chr1	+	207494816	207534311	CD55
2168	NR_125349	chr1	+	207494816	207534311	CD55
1478	NR_026665	chr1	-	117057155	117113715	CD58
1478	NM_001144822	chr1	-	117061321	117113715	CD58
1478	NM_001779	chr1	-	117057155	117113715	CD58
223	NM_005894	chr1	-	157800703	157811634	CD5L
1809	NM_001184882	chr1	-	160510883	160549306	CD84
1809	NM_001184879	chr1	-	160510883	160549306	CD84
1809	NM_001184881	chr1	-	160510883	160549306	CD84
1809	NM_003874	chr1	-	160510883	160549306	CD84
744	NM_001785	chr1	+	20915443	20945400	CDA
169	NM_033313	chr1	+	100818022	100950926	CDC14A
169	NM_001319212	chr1	+	100818022	100965021	CDC14A
169	NM_001319211	chr1	+	100810570	100965021	CDC14A
169	NM_001319210	chr1	+	100818022	100985833	CDC14A
169	NM_003672	chr1	+	100818022	100985833	CDC14A
169	NM_033312	chr1	+	100818022	100965021	CDC14A
919	NM_001255	chr1	+	43824625	43828873	CDC20
94	NM_044472	chr1	+	22379119	22417296	CDC42
94	NM_001791	chr1	+	22379119	22419436	CDC42
94	NM_001039802	chr1	+	22379119	22419436	CDC42
289	NM_003607	chr1	-	227177565	227505826	CDC42BPA
289	NM_014826	chr1	-	227177565	227505826	CDC42BPA
1737	NM_020239	chr1	-	151023446	151032125	CDC42SE1
1737	NM_001038707	chr1	-	151023446	151032125	CDC42SE1
1286	NM_001134419	chr1	+	91966403	91991321	CDC7
1286	NM_003503	chr1	+	91966403	91991321	CDC7
1286	NM_001134420	chr1	+	91966664	91991321	CDC7
257	NM_024529	chr1	+	193091087	193223942	CDC73
876	NM_001256875	chr1	+	38158072	38175391	CDCA8
876	NM_018101	chr1	+	38158072	38175391	CDCA8
1001	NM_201546	chr1	-	54604667	54618679	CDCP2
597	NM_033529	chr1	-	1633822	1656004	CDK11A
597	NM_001313896	chr1	-	1633822	1656004	CDK11A
597	NM_001313982	chr1	-	1633822	1656004	CDK11A
597	NM_024011	chr1	-	1633822	1656004	CDK11A
597	NR_132739	chr1	-	1633822	1656004	CDK11A
597	NR_132740	chr1	-	1633822	1656004	CDK11A
74	NM_001291345	chr1	-	1570602	1655859	CDK11B
74	NM_001787	chr1	-	1570602	1655859	CDK11B
74	NM_033489	chr1	-	1570602	1655859	CDK11B
74	NM_033490	chr1	-	1570602	1655859	CDK11B
74	NM_033487	chr1	-	1570602	1655859	CDK11B
74	NM_033486	chr1	-	1570602	1655859	CDK11B
2152	NM_212502	chr1	+	205473683	205501921	CDK18
2152	NM_212503	chr1	+	205473683	205501921	CDK18
2152	NM_002596	chr1	+	205473683	205501921	CDK18
977	NM_001262	chr1	+	51434366	51440306	CDKN2C
977	NM_078626	chr1	+	51435641	51440309	CDKN2C
705	NM_033440	chr1	+	15783222	15798586	CELA2A
705	NM_015849	chr1	+	15802595	15817895	CELA2B
755	NM_005747	chr1	+	22328148	22339035	CELA3A
755	NM_007352	chr1	+	22303386	22315847	CELA3B
1742	NM_001172648	chr1	-	151672533	151688792	CELF3
1742	NM_001172649	chr1	-	151672533	151689296	CELF3
1742	NM_001291106	chr1	-	151672533	151689296	CELF3
1742	NM_001291107	chr1	-	151672533	151689296	CELF3
1742	NM_007185	chr1	-	151672533	151689296	CELF3
1422	NM_001408	chr1	+	109792640	109818378	CELSR2
277	NM_016343	chr1	+	214776531	214837914	CENPF
1910	NM_001171182	chr1	-	173768687	173793270	CENPL
1910	NM_001127181	chr1	-	173768687	173793777	CENPL
1910	NM_033319	chr1	-	173768687	173793777	CENPL
613	NM_014704	chr1	-	3728644	3773797	CEP104
305	NM_001042404	chr1	-	243287729	243418708	CEP170
305	NM_001042405	chr1	-	243287729	243418708	CEP170
305	NM_014812	chr1	-	243287729	243418708	CEP170
244	NM_014810	chr1	+	179923907	180084015	CEP350
787	NM_001281517	chr1	+	26560643	26605301	CEP85
787	NM_001319944	chr1	+	26560643	26605301	CEP85
787	NM_022778	chr1	+	26560643	26605301	CEP85
787	NM_001281518	chr1	+	26595773	26605301	CEP85
1437	NM_001007794	chr1	+	111682248	111727724	CEPT1
1437	NM_006090	chr1	+	111682832	111727724	CEPT1
1736	NM_181746	chr1	-	150937648	150947479	CERS2
1736	NM_022075	chr1	-	150937648	150947479	CERS2
1815	NM_001013625	chr1	-	161334520	161337673	CFAP126
1804	NM_012337	chr1	-	159842153	159869906	CFAP45
114	NM_001167965	chr1	+	43638000	43676549	CFAP57
114	NM_152498	chr1	+	43638000	43676549	CFAP57
114	NM_001195831	chr1	+	43638000	43720029	CFAP57
599	NM_001304360	chr1	-	1853389	1935276	CFAP74
2085	NM_001014975	chr1	+	196621007	196670695	CFH
2085	NM_000186	chr1	+	196621007	196716634	CFH
2086	NM_002113	chr1	+	196788860	196801319	CFHR1
2087	NM_001312672	chr1	+	196912897	196928356	CFHR2
2087	NM_005666	chr1	+	196912897	196928356	CFHR2
2086	NM_001166624	chr1	+	196743929	196763203	CFHR3
2086	NM_021023	chr1	+	196743929	196763203	CFHR3
260	NM_001201550	chr1	+	196857143	196887843	CFHR4
260	NM_001201551	chr1	+	196857143	196887843	CFHR4
260	NM_006684	chr1	+	196857143	196887843	CFHR4
2087	NM_030787	chr1	+	196946666	196978803	CFHR5
1740	NM_020770	chr1	+	151483861	151511167	CGN
1704	NR_046070	chr1	+	146714290	146767447	CHD1L
1704	NM_004284	chr1	+	146714290	146767447	CHD1L
1704	NM_001256336	chr1	+	146714290	146767447	CHD1L
1704	NM_001256337	chr1	+	146714290	146767447	CHD1L
1704	NM_024568	chr1	+	146714290	146767447	CHD1L
1704	NM_001256338	chr1	+	146714290	146767447	CHD1L
632	NM_015557	chr1	-	6161846	6240194	CHD5
2134	NM_001276	chr1	-	203148058	203155922	CHI3L1
1437	NM_001025197	chr1	+	111770280	111786062	CHI3L2
1437	NM_004000	chr1	+	111770280	111786062	CHI3L2
1437	NM_001025199	chr1	+	111772332	111786062	CHI3L2
1438	NM_001040623	chr1	+	111833473	111863188	CHIA
1438	NM_001258001	chr1	+	111833473	111863188	CHIA
1438	NM_001258002	chr1	+	111833473	111863188	CHIA
1438	NM_001258003	chr1	+	111833473	111863188	CHIA
1438	NM_021797	chr1	+	111833473	111863188	CHIA
1438	NM_201653	chr1	+	111833473	111863188	CHIA
1438	NM_001258005	chr1	+	111833473	111863188	CHIA
1438	NM_001258004	chr1	+	111833473	111863188	CHIA
1438	NR_003928	chr1	+	111823145	111828730	CHIAP2
2135	NM_001256125	chr1	-	203185206	203198860	CHIT1
2135	NM_001270509	chr1	-	203185206	203198860	CHIT1
2135	NM_003465	chr1	-	203185206	203198860	CHIT1
2135	NR_045784	chr1	-	203185206	203198860	CHIT1
2135	NR_045785	chr1	-	203185206	203198860	CHIT1
2429	NM_001821	chr1	-	241792166	241799232	CHML
301	NM_000740	chr1	+	239792372	240072717	CHRM3
2416	NR_046582	chr1	-	240061318	240063172	CHRM3-AS1
2415	NR_103776	chr1	-	239870425	239882419	CHRM3-AS2
1764	NM_000748	chr1	+	154540256	154552353	CHRNB2
219	NM_001206612	chr1	+	153606457	153618782	CHTOP
219	NM_001244664	chr1	+	153606457	153618782	CHTOP
219	NM_001317077	chr1	+	153606457	153618782	CHTOP
219	NM_015607	chr1	+	153606457	153618782	CHTOP
1731	NM_001300838	chr1	+	150254942	150259504	CIART
1731	NM_001300839	chr1	+	150254942	150259504	CIART
1731	NM_001300840	chr1	+	150254942	150259504	CIART
1731	NM_144697	chr1	+	150254942	150259504	CIART
1731	NM_001300841	chr1	+	150255131	150259504	CIART
900	NM_133467	chr1	-	41326727	41328018	CITED4
1767	NM_001826	chr1	+	154947117	154951725	CKS1B
1767	NR_024163	chr1	+	154947117	154951725	CKS1B
1248	NM_001285	chr1	+	86934525	86965974	CLCA1
155	NM_006536	chr1	+	86889768	86922240	CLCA2
1249	NR_024604	chr1	+	87099958	87121059	CLCA3P
19	NM_012128	chr1	+	87012758	87046432	CLCA4
19	NR_024602	chr1	+	87012758	87046432	CLCA4
1420	NM_001278202	chr1	-	109472129	109493070	CLCC1
1420	NM_001048210	chr1	-	109472129	109506121	CLCC1
1420	NM_015127	chr1	-	109472129	109506121	CLCC1
1420	NM_001278203	chr1	-	109472129	109493070	CLCC1
675	NM_001286	chr1	+	11866152	11903201	CLCN6
675	NR_046428	chr1	+	11866152	11903201	CLCN6
675	NM_001256959	chr1	+	11866152	11903201	CLCN6
709	NM_001042704	chr1	+	16348485	16360545	CLCNKA
709	NM_004070	chr1	+	16348485	16360545	CLCNKA
709	NM_001257139	chr1	+	16348485	16360545	CLCNKA
709	NM_000085	chr1	+	16370230	16383821	CLCNKB
709	NM_001165945	chr1	+	16375256	16383821	CLCNKB
914	NM_001123395	chr1	-	43198763	43205925	CLDN19
914	NM_001185117	chr1	-	43198763	43205925	CLDN19
914	NM_148960	chr1	-	43198763	43205925	CLDN19
1	NM_013943	chr1	+	25071759	25170815	CLIC4
1769	NM_001294338	chr1	-	155232658	155243320	CLK2
1769	NM_001294339	chr1	-	155232658	155243320	CLK2
1769	NM_003993	chr1	-	155232658	155243320	CLK2
861	NM_001190481	chr1	-	36197712	36235551	CLSPN
861	NM_022111	chr1	-	36197712	36235551	CLSPN
82	NM_001009566	chr1	-	9789078	9884584	CLSTN1
82	NM_001302883	chr1	-	9789078	9884584	CLSTN1
82	NM_014944	chr1	-	9789078	9884584	CLSTN1
949	NR_046395	chr1	+	47799468	47824547	CMPK1
118	NM_001136140	chr1	+	47799468	47844511	CMPK1
118	NM_016308	chr1	+	47799468	47844511	CMPK1
118	NR_046394	chr1	+	47799468	47844511	CMPK1
287	NM_001322302	chr1	+	224622596	224928251	CNIH3
287	NM_152495	chr1	+	224804178	224928249	CNIH3
287	NR_136289	chr1	+	224622341	224928251	CNIH3
287	NR_136290	chr1	+	224622341	224928251	CNIH3
287	NM_001322303	chr1	+	224622596	224928251	CNIH3
287	NM_001322304	chr1	+	224622596	224928251	CNIH3
287	NR_136292	chr1	+	224622596	224928251	CNIH3
287	NR_136293	chr1	+	224622596	224928251	CNIH3
287	NR_136295	chr1	+	224622596	224928251	CNIH3
287	NR_136296	chr1	+	224622596	224928251	CNIH3
287	NM_001322305	chr1	+	224804178	224928251	CNIH3
287	NR_136287	chr1	+	224804178	224928251	CNIH3
287	NR_136294	chr1	+	224622596	224928251	CNIH3
287	NR_136291	chr1	+	224622596	224928251	CNIH3
287	NR_136288	chr1	+	224622341	224928251	CNIH3
287	NR_136297	chr1	+	224622596	224928251	CNIH3
2298	NM_001277197	chr1	+	224544512	224564586	CNIH4
2298	NM_001277198	chr1	+	224544512	224564586	CNIH4
2298	NM_001277199	chr1	+	224544512	224564586	CNIH4
2298	NM_014184	chr1	+	224544512	224564586	CNIH4
2298	NR_102347	chr1	+	224544512	224564586	CNIH4
2298	NM_001277200	chr1	+	224544512	224567153	CNIH4
787	NM_006314	chr1	+	26503980	26516375	CNKSR1
787	NM_001297647	chr1	+	26503980	26516376	CNKSR1
787	NM_001297648	chr1	+	26503980	26516376	CNKSR1
1312	NM_001839	chr1	-	95362504	95392779	CNN3
1312	NM_001286056	chr1	-	95362504	95391364	CNN3
1312	NM_001286055	chr1	-	95362504	95392779	CNN3
769	NM_001841	chr1	-	24200459	24239817	CNR2
308	NM_001139459	chr1	+	246729638	246811544	CNST
308	NM_152609	chr1	+	246729638	246831884	CNST
2149	NM_005076	chr1	+	205012339	205047171	CNTN2
2374	NM_001206641	chr1	+	234509182	234519795	COA6
2374	NM_001012985	chr1	+	234509428	234519795	COA6
2374	NM_001301733	chr1	+	234509446	234519795	COA6
990	NM_023077	chr1	-	53152013	53164038	COA7
293	NM_001145036	chr1	+	230778201	230829731	COG2
293	NM_007357	chr1	+	230778201	230829731	COG2
171	NR_134980	chr1	-	103342022	103574052	COL11A1
171	NM_080630	chr1	-	103342022	103574052	COL11A1
171	NM_001190709	chr1	-	103342022	103574052	COL11A1
171	NM_001854	chr1	-	103342022	103574052	COL11A1
171	NM_080629	chr1	-	103342022	103574052	COL11A1
830	NM_001856	chr1	-	32117847	32169768	COL16A1
155	NM_152890	chr1	-	86194915	86622121	COL24A1
107	NM_001294347	chr1	-	36560836	36590685	COL8A2
107	NM_005202	chr1	-	36560836	36590685	COL8A2
896	NM_001852	chr1	-	40766162	40782939	COL9A2
1988	NM_001303420	chr1	-	183898795	184006904	COLGALT2
1988	NM_001303421	chr1	-	183904965	184006904	COLGALT2
1988	NM_015101	chr1	-	183904965	184006904	COLGALT2
